ER53001,ER53002,ER53017,ER53019,ER53023,ER53935,ER54309,ER58223,ER58224
4,271,74,0,4,0,0,15,0
4,655,46,0,2,0,0,16,0
4,111,97,0,3,0,0,8,0
4,8382,31,0,4,15000,0,13,0
4,1783,31,0,2,36000,0,15,0
4,2200,27,0,4,31000,0,14,0
4,4185,53,51,4,34000,44600,9,10
4,5951,31,0,4,23000,0,12,0
4,4340,45,49,1,150000,60000,14,13
4,178,40,40,1,125000,18000,17,17
4,6044,39,0,4,50000,0,17,0
4,5,62,0,4,0,0,11,0
4,269,31,0,2,23000,0,13,0
4,119,43,0,2,41000,0,14,0
4,33,69,67,1,0,0,17,14
4,289,45,52,1,17000,165000,15,16
4,7594,42,42,1,135000,5000,16,16
4,260,27,0,2,45000,0,16,0
4,7039,66,0,3,0,0,15,0
4,6997,64,63,1,0,0,14,13
4,3332,45,0,4,48000,0,14,0
4,8716,32,0,2,100000,0,12,0
4,8870,25,0,2,7613,0,12,0
4,6812,65,64,1,52103,76800,14,13
4,3601,35,33,1,55000,45000,14,16
4,5685,29,26,1,58240,50440,16,15
4,7143,46,32,1,59800,53000,12,17
4,6333,66,0,3,40200,0,11,0
4,6867,43,41,1,57000,38000,16,16
4,5537,39,27,1,50000,25000,13,12
4,6074,29,25,1,35000,26000,14,12
4,5126,58,0,4,0,0,17,0
4,6229,51,0,4,20000,0,12,0
4,5316,27,26,1,24000,12000,16,15
4,6494,26,0,2,96000,0,16,0
4,7686,25,0,4,20000,0,12,0
4,7776,23,0,2,0,0,13,0
4,5260,52,54,1,0,0,12,12
4,6001,75,72,3,300,0,10,12
4,6272,66,0,4,42555,0,14,0
4,6635,47,41,1,135000,0,16,12
4,1819,57,0,2,24000,0,17,0
4,209,53,0,2,60000,0,14,0
4,3802,64,0,4,70210,0,12,0
4,779,39,39,1,73000,24000,12,13
4,6206,52,0,4,0,0,9,0
4,449,51,0,4,0,0,9,0
4,3866,40,0,4,28500,0,11,0
4,7152,34,0,4,0,0,12,0
4,772,28,0,2,44720,0,12,0
4,6479,27,0,2,25000,0,9,0
4,6924,32,0,4,9999998,0,10,0
4,5540,30,0,4,3000,0,11,0
4,4047,23,0,2,0,0,9,0
4,6128,42,47,1,38000,27000,9,11
4,3241,64,61,1,9999998,0,12,12
4,4370,52,48,1,0,37708,12,9
4,1409,28,27,1,39000,0,12,12
4,9107,44,33,1,9999998,0,99,13
4,3169,29,36,4,18000,0,13,13
4,8456,35,0,2,5000,0,12,0
4,3120,28,22,1,50000,15000,13,11
4,7175,51,54,1,0,29000,12,11
4,1639,61,59,1,35360,0,11,10
4,7844,60,53,1,36000,36000,11,13
4,6888,41,39,1,0,32000,11,14
4,5864,38,0,4,11000,0,15,0
4,6755,19,0,2,3000,0,12,0
4,1885,41,40,1,45000,15000,14,14
4,8346,37,37,1,130000,0,16,16
4,2495,72,0,3,0,0,13,0
4,1920,50,52,1,130000,20000,13,13
4,5237,48,45,1,92000,0,14,12
4,5385,24,0,2,26000,0,16,0
4,5173,25,23,1,21000,11000,11,12
4,8197,40,38,1,120000,25000,99,99
4,6162,37,0,4,14000,0,17,0
4,408,72,64,1,0,0,16,17
4,6314,86,0,3,0,0,14,0
4,8926,54,0,4,10000,0,14,0
4,6302,46,46,1,56000,0,12,12
4,3740,63,0,2,12000,0,17,0
4,5102,31,0,2,140000,0,16,0
4,6126,29,29,2,95000,80000,16,16
4,4665,63,61,1,300000,81000,16,17
4,2352,71,65,1,0,0,17,16
4,7460,70,0,4,0,0,16,0
4,4570,45,42,1,200000,85000,16,16
4,9077,41,37,1,96000,8000,17,17
4,7238,36,33,1,74000,0,16,16
4,4237,69,66,1,0,72000,17,17
4,888,75,72,1,0,0,13,14
4,238,43,0,4,25341,0,12,0
4,638,30,0,4,34000,0,12,0
4,7847,27,0,4,32355,0,14,0
4,742,47,46,1,36000,30000,13,13
4,102,34,0,4,0,0,13,0
4,1280,75,0,5,0,0,12,0
4,3744,44,0,4,29800,0,15,0
4,7384,39,0,4,0,0,13,0
4,4371,20,19,2,2200,5000,12,12
4,2627,64,62,1,14000,2000,17,16
4,229,31,0,2,26000,0,12,0
4,2224,43,38,1,9999998,9999999,16,16
4,2450,51,48,1,45000,45000,12,16
4,2795,25,0,2,37000,0,17,0
4,2465,45,40,1,20800,20800,12,17
4,6963,32,22,1,20000,10000,12,12
4,2521,65,0,4,52600,0,13,0
4,6160,92,0,3,0,0,12,0
4,8426,69,63,1,75000,68000,16,16
4,5729,36,36,1,95000,225000,17,17
4,7950,49,38,1,100000,110000,16,16
4,6363,28,0,2,45000,0,16,0
4,7545,58,56,1,115000,25000,16,16
4,7748,27,27,1,48000,52000,16,16
4,5900,81,81,1,0,0,12,12
4,6819,48,47,1,105000,80000,14,17
4,6547,40,0,2,0,0,13,0
4,2949,68,0,3,6500,0,16,0
4,6717,36,0,2,57000,0,16,0
4,4466,48,45,1,45600,0,16,14
4,4681,90,86,1,0,0,12,12
4,1309,62,56,1,55000,0,16,14
4,5128,47,0,2,87000,0,17,0
4,4764,38,34,1,45200,64155,16,16
4,2659,60,59,4,1500,70000,99,12
4,4317,30,31,2,55000,72000,13,13
4,3798,76,0,3,17500,0,12,0
4,6757,48,0,2,110000,0,16,0
4,6871,45,39,1,70000,0,14,99
4,8840,43,37,1,505000,0,16,16
4,7374,44,47,1,112000,13000,16,17
4,5467,50,0,4,31200,0,13,0
4,6752,54,48,1,0,0,12,13
4,8246,20,0,2,3369,0,12,0
4,1074,59,57,4,75000,70000,99,14
4,4639,65,58,1,0,75000,16,16
4,5263,30,30,1,24000,23000,16,14
4,563,78,0,4,3000,0,16,0
4,421,54,0,2,2400,0,16,0
4,4917,77,66,1,0,0,12,17
4,5370,35,0,2,65000,0,17,0
4,5448,35,32,1,60000,70000,12,17
4,5328,60,0,2,0,0,16,0
4,5496,65,62,1,3000,0,14,14
4,5074,38,36,1,100000,0,14,16
4,6172,34,35,1,68000,74000,14,17
4,4897,64,62,1,74000,24000,12,12
4,5132,65,0,3,0,0,12,0
4,4839,39,38,1,42000,32000,15,15
4,36,85,0,4,0,0,17,0
4,8498,46,44,1,10000,86000,14,16
4,2333,57,61,1,109000,45000,17,12
4,5365,31,0,2,75000,0,16,0
4,403,30,30,1,48000,0,13,17
4,4460,61,56,1,60000,45000,16,12
4,58,71,0,4,0,0,14,0
4,3410,28,0,2,60000,0,16,0
4,8289,26,0,2,30000,0,17,0
4,6881,35,33,1,55000,50000,16,17
4,4557,75,0,4,0,0,17,0
4,4545,70,0,4,0,0,13,0
4,7620,51,49,1,140000,11000,17,12
4,6077,28,25,2,26000,35050,16,16
4,5110,70,0,3,0,0,12,0
4,647,45,36,1,80000,0,16,12
4,4874,43,39,1,77000,32000,12,12
4,5636,63,67,1,120000,0,12,12
4,8291,48,45,1,52000,15000,17,12
4,1601,81,82,1,0,0,99,8
4,3073,58,0,5,0,0,14,0
4,435,55,62,3,0,9999998,10,12
4,750,54,0,4,7500,0,11,0
4,4795,33,33,1,38000,0,14,12
4,2015,35,0,4,18000,0,14,0
4,736,61,61,1,54317,34022,14,13
4,95,60,0,3,0,0,15,0
4,622,33,30,1,48000,800,14,12
4,370,38,36,1,38000,35000,14,12
4,73,40,0,2,31145,0,12,0
4,6930,61,62,1,53000,9999998,14,14
4,5451,37,37,1,90000,80000,16,16
4,2515,42,43,1,38000,25500,13,16
4,6425,52,0,4,16000,0,14,0
4,7204,36,31,1,55000,37000,16,16
4,343,67,0,3,0,0,13,0
4,2977,46,0,4,32785,0,12,0
4,116,44,42,1,48000,53000,10,12
4,2750,56,49,1,17000,32300,12,12
4,5343,63,63,1,0,4800,14,16
4,2858,42,0,2,35000,0,17,0
4,6226,52,48,1,85000,80000,14,16
4,3278,50,0,4,55000,0,12,0
4,8367,32,0,5,0,0,16,0
4,4502,50,0,4,41000,0,12,0
4,3217,48,59,2,60000,180000,99,14
4,7464,28,32,2,28000,25000,14,14
4,5309,58,0,3,28000,0,13,0
4,7656,55,51,1,99000,0,17,14
4,5297,66,62,1,14000,0,17,17
4,7994,32,29,1,8125,36000,13,99
4,3024,92,0,3,0,0,12,0
4,2246,54,53,1,95047,0,17,17
4,6455,52,0,2,99000,0,17,0
4,2102,66,0,4,7500,0,12,0
4,5688,46,38,1,45000,50000,14,14
4,2729,42,42,1,62000,0,12,14
4,6802,23,0,2,15000,0,12,0
4,6278,20,0,2,13000,0,14,0
4,2932,72,65,1,0,450,11,12
4,3577,53,52,1,34000,23000,12,12
4,8728,30,0,2,33000,0,16,0
4,8342,22,25,1,9999998,15000,12,12
4,6916,20,0,2,32000,0,12,0
4,2329,66,65,1,0,10559,13,12
4,5326,43,43,1,75600,1450,17,15
4,8778,41,39,1,225000,45000,17,16
4,3756,39,35,1,30000,59000,13,17
4,2909,67,60,1,0,0,17,16
4,698,43,0,4,83000,0,16,0
4,5605,38,36,1,64320,850,14,14
4,8075,42,0,1,0,0,17,0
4,2274,40,0,4,51500,0,17,0
4,9100,53,54,1,40000,13000,12,99
4,8420,37,0,4,0,0,10,0
4,4171,27,28,1,34800,49656,16,15
4,3611,64,0,4,0,0,12,0
4,6985,41,35,1,80000,80000,14,15
4,7920,35,35,1,55000,6000,13,16
4,7321,20,0,2,40000,0,12,0
4,425,67,64,1,100000,10000,17,16
4,7031,44,40,1,51000,42000,12,13
4,7673,23,22,1,45000,25000,15,14
4,5224,75,71,1,14000,43680,14,16
4,5545,34,30,4,36000,14000,10,11
4,664,34,31,1,154000,2500,16,16
4,6235,31,29,2,53000,70000,17,17
4,5868,30,0,2,58000,0,12,0
4,8981,28,0,2,0,0,11,0
4,725,52,52,1,72000,92000,11,11
4,8633,24,0,5,0,0,11,0
4,255,29,28,1,33000,29000,13,16
4,5169,81,0,3,0,0,12,0
4,1412,44,0,4,28000,0,11,0
4,3777,49,50,1,80000,68000,14,16
4,2232,40,44,1,75000,4600,15,12
4,40,91,0,3,0,0,12,0
4,8381,40,46,1,75000,36000,12,16
4,3587,35,0,2,34000,0,13,0
4,3993,66,64,1,3200,46473,10,12
4,1222,30,31,1,35000,15000,16,15
4,8885,39,40,1,89000,0,14,12
4,5666,69,64,1,24000,0,17,15
4,3520,55,57,1,104000,20000,12,99
4,4608,53,52,1,48926,79354,9,12
4,6936,36,0,4,50000,0,16,0
4,1308,28,0,2,35000,0,16,0
4,7809,27,26,1,12500,18700,16,16
4,5638,82,0,3,0,0,14,0
4,4205,54,53,1,349000,60000,17,16
4,4818,52,54,1,142000,500,17,17
4,5181,33,0,2,4000,0,14,0
4,5461,65,63,1,9999998,0,16,14
4,2828,33,33,1,56000,60000,16,17
4,2415,67,67,1,135000,79000,17,17
4,2920,66,65,1,12500,2500,17,16
4,870,46,0,2,50000,0,16,0
4,6472,43,48,1,240000,0,17,16
4,6197,42,0,2,250,0,17,0
4,6825,40,0,5,85176,0,16,0
4,3712,35,33,1,106500,51000,16,17
4,6941,68,65,1,0,56000,14,12
4,5904,62,66,1,85000,35000,17,16
4,4832,39,37,1,125000,0,17,17
4,1778,37,33,1,96000,6000,17,16
4,822,42,41,1,75364,52863,17,17
4,637,41,40,1,48000,45000,14,16
4,5094,36,0,1,15000,0,16,0
4,3850,30,32,2,20000,48000,16,14
4,1250,65,0,4,7500,0,13,0
4,3509,26,0,2,24581,0,13,0
4,6261,76,73,1,0,0,99,12
4,6988,30,0,5,28593,0,11,0
4,6715,49,44,1,20400,0,14,16
4,3543,32,28,1,0,46000,14,17
4,8627,58,59,1,0,25000,12,15
4,7109,44,37,1,150000,50000,16,17
4,518,84,0,3,0,0,12,0
4,347,62,64,1,0,0,17,17
4,1969,60,58,1,14900,0,16,17
4,7406,58,59,1,151000,33500,15,14
4,6895,53,53,1,0,0,17,17
4,3419,51,0,2,80000,0,17,0
4,1228,44,45,1,70000,42000,17,17
4,2778,32,26,1,50000,32000,17,16
4,6598,33,28,1,178000,190000,17,17
4,5020,29,28,1,36300,35000,17,17
4,2305,28,0,2,24900,0,16,0
4,5411,28,28,1,0,31000,17,17
4,3602,28,28,1,50000,76000,17,16
4,7316,23,0,2,18000,0,17,0
4,475,61,61,1,48000,0,16,17
4,1685,36,36,1,120000,1600,16,16
4,6488,29,28,1,300000,0,16,16
4,2277,80,0,4,0,0,8,0
4,3034,55,54,1,65000,0,12,13
4,7066,53,51,1,75000,0,12,12
4,7262,28,24,1,55000,0,11,14
4,4694,25,0,2,31000,0,13,0
4,2902,30,31,1,110000,12000,16,14
4,6636,26,25,1,26000,13000,13,14
4,1114,84,0,3,0,0,11,0
4,3388,63,57,1,0,45000,16,14
4,2496,59,61,1,50006,30234,14,12
4,8275,48,51,1,0,36000,12,99
4,3629,27,0,5,13900,0,11,0
4,7046,27,29,1,50000,1700,12,12
4,226,60,0,4,9000,0,11,0
4,2827,58,52,1,60,0,11,12
4,1994,43,0,2,5550,0,14,0
4,3816,40,0,5,21856,0,14,0
4,8787,25,0,2,20000,0,13,0
4,2223,21,0,2,19000,0,13,0
4,4235,21,0,2,9999998,0,13,0
4,1568,20,0,2,10000,0,12,0
4,2240,47,42,1,47000,0,12,16
4,3661,67,0,2,0,0,7,0
4,4654,46,0,5,26000,0,9,0
4,3151,41,0,4,0,0,16,0
4,8325,32,0,2,9999998,0,12,0
4,7687,29,0,2,6000,0,12,0
4,4548,28,0,1,9000,0,12,0
4,2641,34,0,2,24000,0,12,0
4,5372,30,0,2,25000,0,12,0
4,1259,27,0,2,9999998,0,12,0
4,3960,25,0,2,39000,0,17,0
4,4085,46,33,1,40000,0,15,12
4,4794,32,29,2,35000,25000,13,14
4,3987,31,27,2,9999998,9999998,16,16
4,7463,60,52,1,0,28000,10,12
4,790,85,0,4,0,0,13,0
4,3681,50,51,1,86000,0,12,16
4,8304,57,53,1,0,60000,16,14
4,6254,74,0,4,0,0,13,0
4,4905,64,0,4,0,0,13,0
4,1267,66,0,4,0,0,12,0
4,1966,41,0,2,5838,0,11,0
4,6899,67,0,2,27596,0,17,0
4,433,65,64,1,12650,0,17,17
4,2942,55,57,1,74000,0,16,13
4,414,28,0,2,24000,0,16,0
4,6005,22,0,2,15000,0,16,0
4,1890,39,35,1,36000,27000,14,15
4,5980,60,61,1,92000,35000,14,15
4,4759,35,0,4,45000,0,17,0
4,6659,47,0,4,32000,0,13,0
4,7965,46,58,1,56000,24960,16,14
4,4955,63,68,1,0,0,12,9
4,6017,31,0,2,35000,0,12,0
4,3041,58,57,1,175000,55000,14,17
4,6609,56,60,1,114000,47000,16,12
4,1812,69,0,2,0,0,11,0
4,6146,65,0,2,2400,0,1,0
4,9105,41,0,4,25000,0,13,0
4,1632,35,0,2,86000,0,16,0
4,5009,30,31,1,33000,40000,14,17
4,4970,28,0,2,42000,0,16,0
4,1733,66,66,1,18500,0,12,15
4,1846,44,38,1,45000,65000,12,14
4,4234,45,42,1,130000,90000,15,16
4,4271,20,0,2,11025,0,13,0
4,2110,56,49,1,136082,2500,16,15
4,3690,41,0,4,51000,0,13,0
4,626,63,57,1,9240,44119,14,12
4,337,79,73,1,0,0,12,8
4,8997,34,0,2,52000,0,13,0
4,537,30,0,4,31000,0,14,0
4,6886,28,25,1,140000,34000,16,17
4,9003,28,0,2,85000,0,16,0
4,6642,26,0,2,71000,0,16,0
4,857,59,54,1,39000,12000,12,12
4,5162,57,55,1,45000,45000,13,14
4,7961,56,53,1,0,43000,12,14
4,8112,31,0,4,14000,0,16,0
4,3384,32,29,1,32000,31500,12,17
4,4898,41,43,1,0,0,14,16
4,8126,64,59,1,9999999,50000,14,13
4,6845,69,63,1,14700,41000,12,12
4,8179,53,53,1,38000,44000,12,13
4,7531,36,39,1,60000,9999999,16,17
4,4146,35,0,2,141000,0,13,0
4,8635,34,38,1,245000,20000,13,14
4,1962,88,0,3,0,0,12,0
4,6052,34,0,2,6000,0,12,0
4,864,32,35,1,93000,55000,13,17
4,3360,61,60,1,7000,67000,12,12
4,245,61,0,4,76000,0,16,0
4,840,81,0,3,0,0,12,0
4,368,50,50,1,25000,23000,14,16
4,4974,49,43,1,84500,42000,16,17
4,4323,74,0,4,7000,0,13,0
4,883,53,0,4,85000,0,17,0
4,7782,51,53,1,95000,35000,13,17
4,3827,32,33,1,55507,56000,11,17
4,1683,73,70,1,0,0,16,17
4,5454,82,0,1,0,0,12,0
4,4393,55,60,1,205000,19000,16,16
4,3971,52,58,1,238000,0,17,16
4,7668,30,29,1,64000,18000,14,17
4,516,27,0,2,74000,0,17,0
4,4849,50,0,4,96000,0,17,0
4,7409,80,0,4,5000,0,9,0
4,5387,46,50,1,0,22000,12,12
4,5907,38,0,4,0,0,12,0
4,7051,27,24,1,65000,6000,16,17
4,7392,20,22,1,28000,150,12,12
4,4676,52,51,1,36000,48000,17,17
4,5901,32,0,5,26000,0,17,0
4,6370,31,34,1,26000,36000,14,16
4,7461,28,0,2,21000,0,16,0
4,751,51,50,1,0,29500,12,17
4,3502,70,72,1,9000,0,8,13
4,4930,35,32,1,32000,16000,15,17
4,5196,57,53,1,0,0,8,12
4,5376,37,30,1,34000,120000,11,16
4,2237,80,0,2,0,0,12,0
4,444,64,0,4,7500,0,17,0
4,6668,33,0,2,13000,0,16,0
4,1964,28,28,1,25400,29000,15,14
4,3677,62,60,1,41000,36000,16,17
4,3920,64,0,5,12000,0,15,0
4,3893,65,57,1,0,54000,14,12
4,2551,68,0,3,34000,0,17,0
4,2931,33,0,2,60000,0,17,0
4,5764,33,34,1,90000,74000,17,16
4,6865,44,43,1,156000,1350,14,17
4,5554,57,0,3,26500,0,12,0
4,7625,39,40,1,37000,42000,10,99
4,8912,35,33,1,23000,42000,12,14
4,6908,41,40,1,48000,4000,12,14
4,2225,61,49,1,90000,0,14,12
4,1724,32,25,1,38000,13500,16,15
4,388,27,25,2,36000,32000,14,13
4,856,65,63,1,0,4000,12,12
4,8413,45,43,1,0,30000,10,12
4,1207,42,0,2,25000,0,13,0
4,1266,76,71,1,0,0,12,10
4,2034,57,58,1,248000,0,16,16
4,6903,55,53,1,274500,53878,16,16
4,6036,50,0,4,50000,0,15,0
4,5518,33,28,1,130000,0,16,15
4,7311,25,24,1,50000,20000,16,14
4,8634,25,0,2,12817,0,17,0
4,3813,32,31,1,107000,0,16,16
4,1753,27,28,1,42000,7900,16,16
4,6664,68,69,1,25000,0,15,12
4,8321,73,64,1,0,0,14,17
4,7004,50,45,1,165000,0,17,17
4,320,57,63,1,0,10065,12,12
4,939,26,0,2,30000,0,16,0
4,3678,66,54,1,63000,105000,16,16
4,810,65,0,4,0,0,14,0
4,3406,39,37,1,64002,44917,12,17
4,2068,33,36,1,68000,105000,14,16
4,6953,58,44,1,40000,0,14,16
4,4749,68,63,1,30000,30000,14,14
4,3420,52,0,4,81000,0,13,0
4,3809,51,0,4,43600,0,13,0
4,5049,61,54,1,235508,3000,16,17
4,4062,57,0,4,44287,0,13,0
4,3386,41,44,1,36642,16072,12,14
4,4699,90,83,1,0,0,12,16
4,5857,86,0,3,0,0,12,0
4,5013,62,0,2,27573,0,16,0
4,1066,61,51,1,33000,9999999,12,14
4,6901,54,45,2,48000,0,12,99
4,8132,40,36,1,98000,42000,13,14
4,5220,39,40,5,30000,20000,12,16
4,1436,48,0,4,1920,0,16,0
4,3792,53,58,1,55000,0,13,17
4,5579,28,31,3,45000,10000,13,9
4,4501,26,0,2,0,0,12,0
4,3017,52,51,1,66000,0,14,12
4,1045,67,64,1,0,0,12,13
4,8363,40,0,1,0,0,12,0
4,1075,76,0,3,0,0,12,0
4,7063,58,0,4,30000,0,13,0
4,1425,33,31,1,7883,31978,12,13
4,2146,19,0,2,16000,0,12,0
4,2869,33,31,1,60000,10000,17,15
4,3005,42,37,4,65000,88000,16,14
4,3117,67,65,1,2229,8465,13,12
4,2212,55,64,1,55000,0,14,12
4,5122,51,33,1,68000,10000,14,13
4,1347,95,0,3,0,0,14,0
4,329,64,66,1,0,0,17,16
4,3129,36,0,2,65000,0,17,0
4,1456,31,0,2,95000,0,16,0
4,7581,32,0,2,0,0,12,0
4,695,29,0,2,62000,0,13,0
4,2764,60,64,1,75000,2000,17,17
4,4428,25,25,1,36000,30000,16,16
4,92,86,0,3,0,0,16,0
4,2191,59,0,2,55000,0,17,0
4,5386,55,60,1,140000,0,17,17
4,1559,54,54,1,140000,81000,16,16
4,124,54,62,1,82000,70000,17,17
4,2704,67,64,1,100000,102000,17,17
4,2502,64,62,1,81000,25000,16,12
4,3604,59,58,1,225000,132000,16,17
4,2856,35,33,2,50000,60000,16,17
4,5493,32,30,1,23000,77000,17,17
4,3417,28,0,2,95000,0,17,0
4,5990,27,0,2,60000,0,17,0
4,7351,66,0,3,0,0,17,0
4,7591,41,0,2,54000,0,17,0
4,7455,34,0,2,93000,0,16,0
4,7156,34,33,1,65000,63000,15,17
4,7478,38,0,2,77000,0,16,0
4,7260,31,28,2,85000,9999999,16,14
4,7462,65,63,1,12000,50000,16,17
4,7508,39,39,1,350000,0,17,16
4,7638,37,32,1,95000,65000,17,17
4,3138,77,72,1,0,0,17,17
4,6097,49,49,1,3200000,0,16,16
4,6287,43,44,1,200000,90000,17,17
4,3385,85,82,1,0,0,15,17
4,3517,57,0,5,0,0,17,0
4,1188,26,0,2,55000,0,16,0
4,6554,25,0,2,35000,0,16,0
4,2307,60,54,1,3000000,0,16,17
4,5146,26,26,1,65000,66000,16,17
4,1801,83,80,1,0,0,12,12
4,3631,54,0,4,129000,0,16,0
4,7237,33,0,2,47000,0,15,0
4,6303,30,30,1,85000,50000,12,16
4,7778,28,0,2,16000,0,16,0
4,5788,60,58,1,200000,0,16,14
4,4432,56,54,1,186000,0,16,15
4,7521,70,71,1,72000,72000,16,12
4,5084,44,46,1,40800,72000,9,17
4,1034,34,40,1,0,80000,14,17
4,397,63,60,1,9000,0,14,17
4,3998,35,32,1,60000,55000,16,17
4,1590,85,0,3,0,0,8,0
4,1718,65,53,1,0,14000,15,14
4,9004,34,0,2,21600,0,13,0
4,4223,32,31,1,34000,42000,12,15
4,6542,27,0,2,30000,0,16,0
4,7101,68,0,4,10399,0,12,0
4,8119,47,0,4,0,0,12,0
4,7873,42,0,4,0,0,17,0
4,5011,49,31,4,9999999,36000,12,16
4,1256,55,52,1,0,22000,14,12
4,5989,28,0,2,42000,0,17,0
4,7762,55,51,1,120000,80000,16,16
4,8449,31,0,4,6000,0,11,0
4,9011,23,26,1,14000,0,12,12
4,6706,64,59,1,83200,0,16,12
4,8841,42,42,1,85000,0,16,16
4,5776,32,31,1,85000,48000,17,16
4,1044,60,0,3,9999999,0,14,0
4,2982,23,23,2,15000,11000,13,12
4,4975,62,0,3,160000,0,17,0
4,3877,58,0,3,52000,0,17,0
4,8015,36,33,1,0,70000,16,16
4,3294,34,31,2,52000,20000,16,16
4,4345,25,25,2,27000,10000,16,99
4,3425,66,64,1,1900,29600,17,17
4,2835,31,32,1,30000,31000,16,16
4,8714,46,39,1,100000,75000,17,17
4,8809,40,29,2,38000,32000,12,12
4,4864,59,57,1,58000,22600,14,16
4,1189,53,0,4,0,0,12,0
4,8206,35,36,1,24000,70000,12,14
4,5238,21,22,1,24000,24000,13,14
4,4274,75,71,1,9999999,0,99,16
4,8864,47,0,5,100000,0,16,0
4,5240,43,42,1,230000,25000,16,17
4,6934,83,0,3,0,0,16,0
4,5890,52,0,2,80000,0,15,0
4,5289,76,0,3,12691,0,12,0
4,5782,54,50,1,47000,31000,12,17
4,1398,55,52,2,0,9999998,12,99
4,5456,44,49,1,29000,32000,12,15
4,902,53,0,4,9999998,0,99,0
4,1275,71,60,1,9999998,9999998,12,14
4,1180,47,46,1,89000,17000,16,16
4,1225,72,72,1,0,0,12,17
4,7582,45,45,1,78000,68000,17,17
4,322,82,0,3,0,0,14,0
4,1984,48,0,4,42677,0,12,0
4,7364,22,0,2,20000,0,16,0
4,5147,53,51,1,65000,35000,12,13
4,4568,47,43,1,65000,16000,14,14
4,2916,50,54,1,20000,40000,12,12
4,4539,35,24,1,9999999,28000,12,16
4,7912,22,20,2,9999998,3000,12,14
4,4391,100,0,2,0,0,11,0
4,3078,76,0,2,0,0,17,0
4,5525,92,0,3,0,0,12,0
4,1489,62,0,2,0,0,14,0
4,2733,61,68,1,0,0,12,13
4,4139,35,0,4,76000,0,13,0
4,7766,51,49,1,94000,40000,12,16
4,6168,49,0,4,47000,0,14,0
4,4462,48,0,5,61000,0,12,0
4,6541,46,0,5,17000,0,14,0
4,1957,52,49,1,9999998,0,17,13
4,97,79,0,3,0,0,11,0
4,3125,59,0,4,21000,0,13,0
4,5172,57,56,1,82000,0,12,12
4,1111,56,53,1,9999999,9999999,12,10
4,7812,55,0,4,0,0,12,0
4,1671,53,53,1,29600,18000,12,12
4,3201,50,51,1,65000,29000,12,12
4,2480,48,0,2,0,0,14,0
4,7976,43,39,1,130000,36000,17,17
4,5701,43,41,1,70000,40000,14,14
4,639,39,0,2,28900,0,16,0
4,7808,42,0,4,22000,0,15,0
4,5213,38,0,4,80000,0,16,0
4,4802,34,0,4,16000,0,16,0
4,447,33,0,2,18000,0,12,0
4,4731,32,30,1,48000,2000,15,14
4,8500,33,33,1,21500,20500,16,17
4,7263,32,29,1,0,17000,12,14
4,2309,28,27,1,29000,0,12,14
4,1781,26,0,4,22000,0,12,0
4,8286,23,0,2,5000,0,16,0
4,4967,35,34,1,26000,0,12,15
4,4394,34,35,1,40000,15000,16,16
4,1954,38,32,1,44000,59000,15,16
4,3162,42,34,2,9999998,9999998,12,12
4,7540,24,22,2,30000,0,12,12
4,7402,86,83,1,0,0,16,16
4,2194,33,37,2,1200,0,13,11
4,2078,30,0,4,0,0,12,0
4,7646,29,0,5,0,0,13,0
4,8556,44,37,1,0,120000,16,16
4,3644,34,32,1,34000,6800,16,14
4,187,86,85,1,0,0,17,17
4,3086,47,42,1,1300,28365,12,12
4,298,64,48,1,0,0,16,16
4,7520,89,0,3,0,0,10,0
4,3522,61,56,1,2630,49420,12,13
4,1527,33,0,2,19000,0,12,0
4,3243,26,0,2,36000,0,12,0
4,86,77,72,1,0,0,12,11
4,5150,53,0,4,65000,0,12,0
4,9007,32,30,2,50000,38000,12,12
4,7391,25,0,2,47000,0,13,0
4,1887,51,51,1,126000,0,15,12
4,2417,47,49,1,85238,2000,15,15
4,3914,72,67,1,0,0,16,13
4,7277,47,43,1,250000,3600,16,17
4,6907,40,36,1,69000,0,16,16
4,3559,76,74,1,0,0,12,12
4,8166,53,51,1,185000,0,12,12
4,5361,41,0,2,65500,0,14,0
4,1960,45,49,1,28929,11000,16,14
4,3773,36,36,1,50000,38300,14,16
4,6426,35,34,1,68000,3500,12,14
4,7448,31,31,1,19572,47000,14,16
4,3504,63,62,1,0,0,13,16
4,2591,59,57,1,62470,31555,14,14
4,3020,39,38,1,193994,0,17,16
4,1616,81,0,3,0,0,12,0
4,5937,49,0,4,50000,0,15,0
4,5437,62,60,1,0,25000,16,15
4,5881,25,0,2,14000,0,16,0
4,6070,58,56,1,9999999,0,17,12
4,5114,58,59,1,9999999,9999999,17,16
4,8779,37,34,1,45000,0,16,16
4,480,73,67,1,0,0,8,6
4,961,57,50,1,47343,30433,12,12
4,1431,30,29,1,14000,30000,12,16
4,2917,53,60,1,0,0,12,99
4,2261,34,38,2,0,0,12,12
4,6203,48,40,1,95000,28000,16,14
4,6500,72,0,4,0,0,14,0
4,3568,54,0,4,0,0,11,0
4,4479,28,0,2,1100,0,13,0
4,2491,91,92,1,0,0,12,12
4,7915,46,0,4,72000,0,14,0
4,2950,35,0,4,1960,0,14,0
4,1467,51,0,4,146000,0,17,0
4,1289,33,32,1,34000,48000,14,17
4,1198,32,28,2,9115,43846,99,10
4,3209,65,66,1,13500,27000,17,17
4,2719,58,0,2,28000,0,14,0
4,887,37,37,1,49000,100000,16,17
